Order,Suborder,Family,Subfamily,Tribe 1,Tribe 2,BI-ABR-FAM,BI-ABR-SFAM,BIOINFORMATICS-GENUS,BIOINFORMATICS-SPECIES,BIOINFORMATICS-BINOMIAL,BIOINFORMATICS-LABEL,BIOINFORMATICS-CN,BIOINFORMATICS-ECOLOGY-DIET,BIOINFORMATICS-ECOLOGY-HABITAT,BIOINFORMATICS-COUNTRY,BIOINFORMATICS-LATITUDE,BIOINFORMATICS-LONGITUDE,catalog,binomial,Type Status,Region Scanned,Resolution (mm),Data Source,Head Fully Segmented,Jaws Segmented,Opercle Segmented,Cleithrum,File Size (GB),SL (mm),Data Ownership,Notes
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paracanthopoma,sp3_Manapiare,#N/A,#N/A,AUM_53660,Parasitic-Bloodfeeder,,,,,AUM 53660,Paracanthopoma ventuarensis Manapiare,MS TYPE,head,0.00295,AMNH-MIF,yes,yes,yes,,1.250,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paracanthopoma,sp3_Portuguesa,#N/A,#N/A,MBUCV_8373,Parasitic-Bloodfeeder,,,,,MBUCV 8373,Paracanthopoma ventuarensis Portuguesa,MS TYPE,head,0.00314,AMNH-MIF,yes,yes,yes,,3.960,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paracanthopoma,sp3_Ventuari,#N/A,#N/A,AUM_54333,Parasitic-Bloodfeeder,,,,,AUM 54333,Paracanthopoma ventuarensis Ventuari,MS TYPE,whole,0.00708,AMNH-MIF,NA,NA,NA,,61.700,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paracanthopoma,sp3_Ventuari,#N/A,#N/A,AUM_54333,Parasitic-Bloodfeeder,,,,,AUM 54333,Paracanthopoma ventuarensis Ventuari,MS TYPE,head,0.00563,AMNH-MIF,yes,yes,yes,,1.000,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,alleynei,#N/A,#N/A,AMNH_72898,Parasitic-Bloodfeeder,,,,,AMNH 72898,Paravandellia alleynei,HOLOTYPE,whole,0.00674,AMNH-MIF,NA,NA,NA,,62.800,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,alleynei,#N/A,#N/A,AMNH_72898,Parasitic-Bloodfeeder,,,,,AMNH 72898,Paravandellia alleynei,HOLOTYPE,head,0.00276,AMNH-MIF,yes,yes,yes,,10.500,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,brooksi_Aguarico,#N/A,#N/A,ROM_112354,Parasitic-Bloodfeeder,,,,,ROM 112354,Paravandellia brooksi Aguarico,PARATYPE,whole,0.00641,Mahler SkyScan,yes,yes,yes,,4.070,,N.K. Lujan,specimen previous identified by tissue number T29610
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,brooksi_Brazil,#N/A,#N/A,MZUSP_35612,Parasitic-Bloodfeeder,,,,,MZUSP 35612,Paravandellia brooksi Brazil,PARATYPE,head,0.00232,AMNH-MIF,yes,yes,yes,,3.680,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,brooksi_Orinoco,#N/A,#N/A,AUM_43316,Parasitic-Bloodfeeder,,,,,AUM 43316,Paravandellia brooksi Orinoco,HOLOTYPE,whole,0.00534,Mahler SkyScan,NA,NA,NA,,2.440,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,brooksi_Orinoco,#N/A,#N/A,AUM_43316,Parasitic-Bloodfeeder,,,,,AUM 43316,Paravandellia brooksi Orinoco,HOLOTYPE,head,0.00405,AMNH-MIF,yes,yes,yes,,1.200,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,brooksi_Ventuari,#N/A,#N/A,AUM_54192,Parasitic-Bloodfeeder,,,,,AUM 54192,Paravandellia brooksi Ventuari,PARATYPE,head,0.00534,Mahler SkyScan,NA,NA,NA,,2.340,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,luna_Solimoes,#N/A,#N/A,ANSP_189307,Parasitic-Bloodfeeder,,,,,ANSP 189307,Paravandellia luna Solimoes,PARATYPE,head,0.00189,AMNH-MIF,yes,yes,yes,,16.900,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oscarleoni_Guapuche,#N/A,#N/A,AUM_56700,Parasitic-Bloodfeeder,,,,,AUM 56700,Paravandellia oscarleoni Guapuche,PARATYPE,whole,0.00534,Mahler SkyScan,NA,NA,NA,,2.440,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oscarleoni_Guapuche,#N/A,#N/A,AUM_56700,Parasitic-Bloodfeeder,,,,,AUM 56700,Paravandellia oscarleoni Guapuche,PARATYPE,head,0.00408,AMNH-MIF,yes,yes,yes,,1.900,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oscarleoni_Soromoni,#N/A,#N/A,AUM_57772,Parasitic-Bloodfeeder,,,,,AUM 57772,Paravandellia oscarleoni Soromoni,HOLOTYPE,whole,0.00534,Mahler SkyScan,NA,NA,NA,,2.560,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oscarleoni_Soromoni,#N/A,#N/A,AUM_57772,Parasitic-Bloodfeeder,,,,,AUM 57772,Paravandellia oscarleoni Soromoni,HOLOTYPE,head,0.00369,AMNH-MIF,yes,yes,yes,,1.990,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oscarleoni_Yutaje,#N/A,#N/A,AMNH_230907,Parasitic-Bloodfeeder,,,,,AMNH 230907,Paravandellia oscarleoni Yutaje,PARATYPE,whole,0.00534,Mahler SkyScan,NA,NA,NA,,2.560,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oscarleoni_Yutaje,#N/A,#N/A,AMNH_230907,Parasitic-Bloodfeeder,,,,,AMNH 230907,Paravandellia oscarleoni Yutaje,PARATYPE,head,0.00375,AMNH-MIF,yes,yes,yes,,1.220,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oxyptera,#N/A,#N/A,BMNH_1944_3_3_10,Parasitic-Bloodfeeder,,,,,BMNH 1944.3.3.10,Paravandellia oxyptera,PARATYPE,whole,0.00594,BMNH-Rupert Collins,NA,NA,NA,,35.430,,,missing COTYPE of Parabranchioica teaguei
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oxyptera,#N/A,#N/A,BMNH_1944_3_3_10,Parasitic-Bloodfeeder,,,,,BMNH 1944.3.3.10,Paravandellia oxyptera,PARATYPE,head,0.00219,BMNH-Rupert Collins,yes,yes,yes,,16.240,,,missing COTYPE of Parabranchioica teaguei
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oxyptera,#N/A,#N/A,BMNH_1956_11_14_1_20,Parasitic-Bloodfeeder,,,,,BMNH 1956.11.14.1-20,Paravandellia oxyptera,non-type,whole,0.00733,BMNH-Rupert Collins,yes,yes,yes,,67.370,,,specimen originally identified as Branchioica bertoni
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oxyptera,#N/A,#N/A,MCP_46576,Parasitic-Bloodfeeder,,,,,MCP 46576,Paravandellia oxyptera,non-type,head,0.00230,AMNH-MIF,yes,yes,yes,,7.880,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oxyptera,#N/A,#N/A,USNM_296084,Parasitic-Bloodfeeder,,,,,USNM 296084,Paravandellia oxyptera,non-type,whole,0.00339,AMNH-MIF,NA,NA,NA,,61.200,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,oxyptera,#N/A,#N/A,USNM_296084,Parasitic-Bloodfeeder,,,,,USNM 296084,Paravandellia oxyptera,non-type,head,0.00336,AMNH-MIF,yes,yes,yes,,3.620,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,phaneronema_Baudo,#N/A,#N/A,ROM_NKL_19_415,Parasitic-Bloodfeeder,,,,,ROM NKL-19-415,Paravandellia phaneronema Baudo,non-type,head,0.00522,AMNH-MIF,yes,yes,yes,,1.570,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,phaneronema_Cauca,#N/A,#N/A,AOL_498_499,Parasitic-Bloodfeeder,,,,,ROM 112356,Paravandellia phaneronema Cauca,non-type,whole,0.00718,AMNH-MIF,NA,NA,NA,,66.200,,"N.K. Lujan, E. Henschel, J. Baskin",two specimens in scan
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Paravandellia,phaneronema_Cauca,#N/A,#N/A,AOL_498,Parasitic-Bloodfeeder,,,,,ROM 112356,Paravandellia phaneronema Cauca,non-type,head,0.00297,AMNH-MIF,yes,yes,yes,,16.000,,"N.K. Lujan, E. Henschel, J. Baskin",
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Plectrochilus,diabolicus,#N/A,#N/A,ROM_T28765,Parasitic-Bloodfeeder,,,,,ROM T28765,Vampyroglanis diabolicus,non-type,head,0.00605,Mahler SkyScan,yes,yes,yes,,19.000,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Plectrochilus,new_species,#N/A,#N/A,ANSP_197254,Parasitic-Bloodfeeder,,,,,ANSP 197254,Vampyroglanis new species,non-type,head,0.02245,AMNH-MIF,yes,yes,yes,,1.070,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Plectrochilus,new_species,#N/A,#N/A,ICN_MHN_6404,Parasitic-Bloodfeeder,,,,,ICN-MHN 6404,Vampyroglanis new species,non-type,head,0.00827,AMNH-MIF,yes,yes,yes,,32.500,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Plectrochilus,new_species,#N/A,#N/A,ICN_MHN_6404,Parasitic-Bloodfeeder,,,,,ICN-MHN 6404,Vampyroglanis new species,non-type,head,0.00855,AMNH-MIF,yes,yes,yes,,5.710,,N.K. Lujan,iodine stained
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Plectrochilus,nosferatu,#N/A,#N/A,MPEG_3359,Parasitic-Bloodfeeder,,,,,MPEG 3359,Vampyroglanis nosferatu,paratype,head,0.00596,MZUSP,yes,yes,yes,,2.090,,Mario de Pinna and N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Vandellia,beccarii,#N/A,#N/A,AUM_48481,Parasitic-Bloodfeeder,,,,,AUM 48481,Vandellia beccarii,non-type,head,0.02056,AMNH-MIF,yes,yes,yes,,0.211,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Vandellia,nsp,#N/A,#N/A,AMNH_43119,Parasitic-Bloodfeeder,,,,,AMNH 43119,Vandellia nsp,non-type,head,0.01375,AMNH-MIF,yes,yes,yes,,0.479,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Vandellia,sp_1_Napo,#N/A,#N/A,ROM_ECU21_16_T28767,Parasitic-Bloodfeeder,,,,,ROM ECU21-16: T28767,Vandellia sp 1 Napo,non-type,whole,0.00676,Mahler SkyScan,NA,NA,NA,,15.150,,N.K. Lujan,"in scan with: Vandellia sp. T28776, Schultzichthys AUM 40976"
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Vandellia,sp_1_Napo,#N/A,#N/A,ROM_ECU21_16_T28767,Parasitic-Bloodfeeder,,,,,ROM ECU21-16: T28767,Vandellia sp 1 Napo,non-type,head,0.00641,Mahler SkyScan,yes,yes,yes,,3.250,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Vandellia,sp_2_Napo,#N/A,#N/A,ROM_ECU21_17_T28776,Parasitic-Bloodfeeder,,,,,ROM ECU21-17: T28776,Vandellia sp 2 Napo,non-type,whole,0.00676,Mahler SkyScan,NA,NA,NA,,15.150,,N.K. Lujan,"in scan with: Vandellia sp. T28767, Schultzichthys AUM 40976"
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Vandellia,sp_2_Napo,#N/A,#N/A,ROM_ECU21_17_T28776,Parasitic-Bloodfeeder,,,,,ROM ECU21-17: T28776,Vandellia sp 2 Napo,non-type,head,0.00641,Mahler SkyScan,yes,yes,yes,,3.250,,N.K. Lujan,
Siluriformes,Loricarioidei,Trichomycteridae,Vandelliinae,,,T-,Van-,Plectrochilus,new_species,#N/A,#N/A,ICN_MHN_6404,Parasitic-Bloodfeeder,,,,,MNHN_IC_A-9934,Vandellia wieneri,HOLOTYPE,whole,0.02442,MNHN-Paris,yes,yes,yes,,5.620,,MNHN-Paris,
Siluriformes,Siluroidei,Aspredinidae,Aspredininae,,,,,,,,,,,,,,,AMNH 78042,Bunocephalus verrucosus,non-type,whole,0.01245,AMNH-MIF,no,,,,54.400,,N.K. Lujan,
Siluriformes,Siluroidei,Aspredinidae,Hoplomyzontinae,,,,,,,,,,,,,,,ROM 97134,Ernstichthys n.sp. Guyana,MS Type,whole,0.00605,Mahler SkyScan,no,no,no,,7.940,,N.K. Lujan,
Siluriformes,Siluroidei,Aspredinidae,Hoplomyzontinae,,,,,,,,,,,,,,,ROM ECU21-12: T28665,Hoplomyzon papillatus,non-type,whole,0.00570,Mahler SkyScan,NA,NA,NA,,0.867,,N.K. Lujan,
Siluriformes,Siluroidei,Aspredinidae,Hoplomyzontinae,,,,,,,,,,,,,,,ROM ECU22-11: T29370,Hoplomyzon papillatus,non-type,whole,0.00570,Mahler SkyScan,NA,NA,NA,,1.740,,N.K. Lujan,
Siluriformes,Siluroidei,Auchenipteridae,Centromochlinae,,,,,,,,,,,,,,,ROM ECU21-04: T28166,Gelanoglanis n.sp,non-type,whole,0.00570,Mahler SkyScan,no,no,no,,2.620,,N.K. Lujan,
Siluriformes,Siluroidei,Auchenipteridae,Centromochlinae,,,,,,,,,,,,,,,ROM ECU21-04: T28165,Gelanoglanis travieso,non-type,whole,0.00570,Mahler SkyScan,no,no,no,,1.490,,N.K. Lujan,
Siluriformes,Siluroidei,Clariidae,,,,,,,,,,,,,,,,AMNH 251857,Platyllabes tihoni,non-type,head,0.01957,AMNH-MIF,no,,,,0.619,,N.K. Lujan,
Siluriformes,Siluroidei,Diplomystidae,,,,,,,,,,,,,,,,AMNH 55328,Diplomystes chilensis,non-type,head,0.04835,AMNH-MIF,no,,,,0.401,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,FMNH 53218,Brachyglanis melas,PARATYPE,head,0.03884,AMNH-MIF,no,,,,1.300,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,FMNH 53218,Brachyglanis melas,PARATYPE,whole,0.03884,AMNH-MIF,no,,,,0.425,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,AMNH 74388,Brachyglanis nsp7,non-type,head,0.05278,AMNH-MIF,no,,,,0.888,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,CAS-SU 21903,Leptorhamdia essequibensis,PARATYPE,head,0.01951,AMNH-MIF,no,,,,1.490,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,CAS-SU 21903,Leptorhamdia essequibensis,PARATYPE,whole,0.05904,AMNH-MIF,no,,,,0.218,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,AMNH 74405,Leptorhamdia marmorata,non-type,head,0.03389,AMNH-MIF,no,,,,0.980,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,AMNH 74405,Leptorhamdia marmorata,non-type,head,0.04720,AMNH-MIF,no,,,,1.130,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,MZUSP 109213,Myoglanis potaroensis,non-type,head,0.00695,AMNH-MIF,no,,,,3.780,,N.K. Lujan,
Siluriformes,Siluroidei,Heptapteridae,Heptapterinae,,,,,,,,,,,,,,,MZUSP 109213,Myoglanis potaroensis,non-type,whole,0.01224,AMNH-MIF,no,,,,11.500,,N.K. Lujan,
Siluriformes,Siluroidei,Mochokidae,,,,,,,,,,,,,,,,AMNH 269801,Euchilichthys guentheri,non-type,head,0.02588,AMNH-MIF,no,no,no,,6.240,,N.K. Lujan,
Siluriformes,Siluroidei,Pseudopimelodidae,,,,,,,,,,,,,,,,ROM 110034,Cephalosilurus albomarginatus,non-type,head,0.05485,AMNH-MIF,NA,NA,NA,,0.896,,N.K. Lujan,
Siluriformes,Siluroidei,Sisoridae,,,,,,,,,,,,,,,,AMNH 228023,Oreoglanis infulata,non-type,head,0.03674,AMNH-MIF,yes,yes,yes,,1.110,,N.K. Lujan,
