Order,Suborder,Family,Subfamily,Tribe 1,Tribe 2,BI-ABR-FAM,BI-ABR-SFAM,BIOINFORMATICS-GENUS,BIOINFORMATICS-SPECIES,BIOINFORMATICS-BINOMIAL,BIOINFORMATICS-LABEL,BIOINFORMATICS-CN,BIOINFORMATICS-ECOLOGY-DIET,BIOINFORMATICS-ECOLOGY-HABITAT,BIOINFORMATICS-COUNTRY,BIOINFORMATICS-LATITUDE,BIOINFORMATICS-LONGITUDE,catalog,binomial,Type Status,Region Scanned,Resolution (mm),Data Source,Head Fully Segmented,Jaws Segmented,Opercle Segmented,Cleithrum,File Size (GB),SL (mm),Data Ownership,Notes
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,chotae,#N/A,#N/A,BMNH_1898_11_4_22,Invertivore-Scraper,,Ecuador,,,BMNH 1898.11.4.22,Astroblepus chotae,HOLOTYPE,anterior half,0.02465,AMNH-MIF,yes,yes,yes,,5.870,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,chotae,#N/A,#N/A,FMNH_58395,Invertivore-Scraper,,Ecuador,,,FMNH 58395,Astroblepus chotae,non-type,head,0.05442,AMNH-MIF,NA,yes,yes,,0.440,,N.K. Lujan,
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,cirratus,#N/A,#N/A,BMNH_1912_3_2_7,Invertivore-Scraper,,Colombia,,,BMNH 1912.3.2.7,Astroblepus cirratus,HOLOTYPE,whole,0.00656,AMNH-MIF,yes,yes,yes,,10.300,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,eigenmanni,#N/A,#N/A,BMNH_1892_5_14_1_8,Invertivore-Scraper,,Ecuador,,,BMNH 1892.5.14.1-8,Astroblepus eigenmanni,SYNTYPE,whole,0.01243,AMNH-MIF,yes,yes,yes,,54.300,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,festae,#N/A,#N/A,BMNH_1898_11_4_23_29,Invertivore-Scraper,,Ecuador,,,BMNH 1898.11.4.23-29,Astroblepus festae,SYNTYPE,head,0.01971,AMNH-MIF,NA,NA,NA,,1.580,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,festae,#N/A,#N/A,BMNH_1898_11_4_23_29,Invertivore-Scraper,,Ecuador,,,BMNH 1898.11.4.23-29,Astroblepus festae,SYNTYPE,whole,0.01971,AMNH-MIF,NA,NA,NA,,12.200,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,festae,#N/A,#N/A,BMNH_1898_11_4_23_29,Invertivore-Scraper,,Ecuador,,,BMNH 1898.11.4.23-29,Astroblepus festae,SYNTYPE,anterior half,0.01133,AMNH-MIF,yes,yes,yes,,54.400,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,fissidens,#N/A,#N/A,BMNH_1887_1_7_2,Invertivore-Scraper,,Ecuador,,,BMNH 1887.1.7.2,Astroblepus fissidens,SYNTYPE,anterior half,0.00925,AMNH-MIF,yes,yes,yes,,55.000,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,heterodon,#N/A,#N/A,BMNH_1908_5_29_80,Invertivore-Scraper,,Colombia,,,BMNH 1908.5.29.80,Astroblepus heterodon,HOLOTYPE,anterior half,0.01958,AMNH-MIF,NA,NA,NA,,55.000,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,heterodon,#N/A,#N/A,BMNH_1908_5_29_80,Invertivore-Scraper,,Colombia,,,BMNH 1908.5.29.80,Astroblepus heterodon,HOLOTYPE,whole,0.01813,AMNH-MIF,yes,yes,yes,,80.000,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,homodon,#N/A,#N/A,BMNH_1902_5_15_27,Invertivore-Scraper,,Colombia,,,BMNH 1902.5.15.27,Astroblepus homodon,HOLOTYPE,head,0.02425,AMNH-MIF,NA,NA,NA,,1.130,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,homodon,#N/A,#N/A,BMNH_1902_5_15_27,Invertivore-Scraper,,Colombia,,,BMNH 1902.5.15.27,Astroblepus homodon,HOLOTYPE,anterior half,0.02320,AMNH-MIF,yes,yes,yes,,5.980,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,labialis,#N/A,#N/A,ROM_109241,Invertivore-Scraper,,Peru,,,ROM 109241,Astroblepus labialis,non-type,whole,0.00676,Mahler SkyScan,yes,yes,yes,,3.600,,N.K. Lujan,
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,marmoratus,#N/A,#N/A,BMNH_1899_8_21_10_11,Invertivore-Scraper,,Colombia,,,BMNH 1899.8.21.10-11,Astroblepus marmoratus,SYNTYPE,whole,0.01381,AMNH-MIF,NA,NA,NA,,86.700,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,marmoratus,#N/A,#N/A,BMNH_1899_8_21_10_11,Invertivore-Scraper,,Colombia,,,BMNH 1899.8.21.10-11,Astroblepus marmoratus,SYNTYPE,anterior half,0.01244,AMNH-MIF,yes,yes,yes,,53.300,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,mindoense,#N/A,#N/A,BMNH_1916_8_1_1,Invertivore-Scraper,,Ecuador,,,BMNH 1916.8.1.1,Astroblepus mindoense,HOLOTYPE,whole,0.01427,AMNH-MIF,yes,yes,yes,,13.600,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,orientalis,#N/A,#N/A,BMNH_1903_6_30_81_89,Invertivore-Scraper,,Venezuela,,,BMNH 1903.6.30.81-89,Astroblepus orientalis,SYNTYPE,anterior half,0.01347,AMNH-MIF,NA,NA,NA,,55.300,,"N.K. Lujan, S.A. Schaefer",scan1
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,orientalis,#N/A,#N/A,BMNH_1903_6_30_81_89,Invertivore-Scraper,,Venezuela,,,BMNH 1903.6.30.81-89,Astroblepus orientalis,SYNTYPE,anterior half 2,0.01339,AMNH-MIF,yes,yes,yes,,54.300,,"N.K. Lujan, S.A. Schaefer",scan2
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,retropinna,#N/A,#N/A,BMNH_1908_5_29_81_82,Invertivore-Scraper,,Colombia,,,BMNH 1908.5.29.81-82,Astroblepus retropinna,SYNTYPE,anterior half,0.01672,AMNH-MIF,yes,yes,yes,,6.160,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,sp,#N/A,#N/A,MEPN_Santiago,Invertivore-Scraper,,Ecuador,,,MEPN Santiago,Astroblepus sp,non-type,head,0.09165,AMNH-MIF,NA,yes,yes,,0.556,,N.K. Lujan,
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,sp_no_adipose,#N/A,#N/A,ROM_93977,Invertivore-Scraper,,Ecuador,,,ROM 93977,Astroblepus sp. 'no adipose',non-type,whole,0.01388,Mahler SkyScan,yes,yes,yes,,1.860,,N.K. Lujan,
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,taczanowskii,#N/A,#N/A,BMNH_1875_10_14_19,Invertivore-Scraper,,Peru,,,BMNH 1875.10.14-19,Astroblepus taczanowskii,SYNTYPE,anterior half,0.01243,AMNH-MIF,yes,yes,yes,,54.000,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,vaillanti,#N/A,#N/A,BMNH_1897_2_16_2_4,Invertivore-Scraper,,Ecuador,,,BMNH 1897.2.16.2-4,Astroblepus vaillanti,SYNTYPE,whole,0.02023,AMNH-MIF,NA,NA,NA,,14.800,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,vaillanti,#N/A,#N/A,BMNH_1897_2_16_2_4,Invertivore-Scraper,,Ecuador,,,BMNH 1897.2.16.2-4,Astroblepus vaillanti,SYNTYPE,head,0.02023,AMNH-MIF,yes,yes,yes,,1.320,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,whymperi,#N/A,#N/A,BMNH_1887_1_7_1,Invertivore-Scraper,,Ecuador,,,BMNH 1887.1.7.1,Astroblepus whymperi,HOLOTYPE,whole,0.02346,AMNH-MIF,NA,NA,NA,,13.300,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Astroblepidae,,,,A-,Ast-,Astroblepus,whymperi,#N/A,#N/A,BMNH_1887_1_7_1,Invertivore-Scraper,,Ecuador,,,BMNH 1887.1.7.1,Astroblepus whymperi,HOLOTYPE,head,0.02182,AMNH-MIF,yes,yes,yes,,1.550,,"N.K. Lujan, S.A. Schaefer",
Siluriformes,Loricarioidei,Callichthyidae,Callichthyinae,,,C-,Cal-,Callichthys,callichthys,#N/A,#N/A,AMNH_15183,Invertivore-Winnower,,,,,AMNH 15183,Callichthys callichthys,non-type,head,0.06570,AMNH-MIF,yes,yes,yes,,0.904,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Callichthyinae,,,C-,Cal-,Dianema,urostriatum,#N/A,#N/A,AMNH_12702,Invertivore-Winnower,,,,,AMNH 12702,Dianema urostriatum,non-type,head,0.06570,AMNH-MIF,yes,yes,yes,,0.909,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Callichthyinae,,,C-,Cal-,Hoplosternum,littorale,#N/A,#N/A,AMNH_77834,Invertivore-Winnower,,,,,AMNH 77834,Hoplosternum littorale,non-type,head,0.06364,AMNH-MIF,yes,yes,yes,,1.140,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Callichthyinae,,,C-,Cal-,Lepthoplosternum,pectorale,#N/A,#N/A,AMNH_99959,Invertivore-Winnower,,,,,AMNH 99959,Lepthoplosternum pectorale,non-type,head,0.02620,AMNH-MIF,yes,yes,yes,,1.280,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Callichthyinae,,,C-,Cal-,Megalechis,thoracata,#N/A,#N/A,AMNH_72115,Invertivore-Winnower,,,,,AMNH 72115,Megalechis thoracata,non-type,head,0.07674,AMNH-MIF,yes,yes,yes,,0.832,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Aspidoras,sp,#N/A,#N/A,AMNH_58375,Invertivore-Winnower,,,,,AMNH 58375,Aspidoras sp,non-type,head,0.02909,AMNH-MIF,yes,yes,yes,,0.974,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Aspidoras,taurus,#N/A,#N/A,AMNH_229525,Invertivore-Winnower,,,,,AMNH 229525,Aspidoras taurus,PARATYPE,head,0.01737,AMNH-MIF,yes,yes,yes,,1.120,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Brochis,splendens,#N/A,#N/A,ROM_T31859,Invertivore-Winnower,,,,,ROM T31859,Brochis splendens,non-type,head,0.02455,Mahler SkyScan,yes,yes,yes,,3.110,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Corydoras,pastazensis,#N/A,#N/A,ROM_T32676,Invertivore-Winnower,,,,,ROM T32676,Corydoras pastazensis,non-type,head,0.01352,Mahler SkyScan,yes,yes,yes,,3.120,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Corydoras,sp,#N/A,#N/A,AMNH_91137,Invertivore-Winnower,,,,,AMNH 91137,Corydoras sp,non-type,head,0.02909,AMNH-MIF,yes,yes,yes,,0.974,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Corydoras,sp,#N/A,#N/A,TCWC_13988,Invertivore-Winnower,,,,,TCWC 13988,Corydoras sp,non-type,head,0.02232,Morphosource,no,yes,yes,,0.126,,Morphosource,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Corydoras,sp_Kuyuwini,#N/A,#N/A,AUM_38120,Invertivore-Winnower,,Guyana,,,AUM 38120,Corydoras sp Kuyuwini,non-type,head,0.00921,AMNH-MIF,no,yes,yes,,8.670,,"N.K. Lujan, J.W. Armbruster",
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Corydoras,sp_Kuyuwini,#N/A,#N/A,AUM_72369,Invertivore-Winnower,,Guyana,,,AUM 72369,Corydoras sp Kuyuwini,non-type,head,0.00779,AMNH-MIF,yes,yes,yes,,9.110,,"N.K. Lujan, J.W. Armbruster",
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Gastrodermus,hastatus,#N/A,#N/A,ANSP_170354,Invertivore-Winnower,,,,,ANSP 170354,Gastrodermus hastatus,non-type,head,0.01371,Morphosource,yes,yes,yes,,0.596,,Morphosource,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Hoplisoma,bondi,#N/A,#N/A,AUM_36613,Invertivore-Winnower,,,,,AUM 36613,Hoplisoma bondi,non-type,head,0.00872,AMNH-MIF,yes,yes,yes,,10.900,,"N.K. Lujan, J.W. Armbruster",
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Hoplisoma,ehrhardti,#N/A,#N/A,AMNH_222470,Invertivore-Winnower,,,,,AMNH 222470,Hoplisoma ehrhardti,non-type,head,0.02685,AMNH-MIF,no,yes,yes,,1.110,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Corydoras,griseus,#N/A,#N/A,ROM_91279,Invertivore-Winnower,,,,,ROM 91279,Hoplisoma griseum,non-type,whole,0.01459,Mahler SkyScan,yes,yes,yes,,2.750,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Hoplisoma,potaroensis,#N/A,#N/A,ROM_61345,Invertivore-Winnower,,,,,ROM 61345,Hoplisoma potaroensis,non-type,whole,0.02455,Mahler SkyScan,yes,yes,yes,,3.110,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Osteogaster,aeneus,#N/A,#N/A,ROM_88797,Invertivore-Winnower,,,,,ROM 88797,Osteogaster aeneus,non-type,head,0.01352,Mahler SkyScan,yes,yes,yes,,4.130,,N.K. Lujan,
Siluriformes,Loricarioidei,Callichthyidae,Corydoradinae,,,C-,Cor-,Scleromystax,barbatus,#N/A,#N/A,AMNH_55334,Invertivore-Winnower,,,,,AMNH 55334,Scleromystax barbatus,non-type,head,0.02473,AMNH-MIF,yes,yes,yes,,1.090,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Delturinae,,,L-,Del-,Delturus,brevis,#N/A,#N/A,ANSP_206718,Algivore,,Brazil,,,ANSP 206718,Delturus brevis,non-type,head,0.06148,AMNH-MIF,yes,yes,yes,,0.693,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Delturinae,,,L-,Del-,Delturus,carinotus,#N/A,#N/A,MCP_28037,Algivore,,Brazil,,,MCP 28037,Delturus carinotus,non-type,head,0.05819,AMNH-MIF,yes,yes,yes,,1.300,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Delturinae,,,L-,Del-,Hemipsilichthys,gobio,#N/A,#N/A,MCP_19780,Algivore,,Brazil,,,MCP 19780,Hemipsilichthys gobio,non-type,head,0.01708,Mahler SkyScan,yes,yes,yes,,3.260,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Delturinae,,,L-,Del-,Hemipsilichthys,nimius,#N/A,#N/A,MCP_38780,Algivore,,Brazil,,,MCP 38780,Hemipsilichthys nimius,non-type,head,0.01815,Mahler SkyScan,yes,yes,yes,,3.100,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Delturinae,,,L-,Del-,Hemipsilichthys,papillatus,#N/A,#N/A,MCP_39539,Algivore,,Brazil,,,MCP 39539,Hemipsilichthys papillatus,non-type,head,0.01957,Mahler SkyScan,yes,yes,yes,,3.040,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Acestridium,discus,#N/A,#N/A,MCZ_88581,Algivore,,,,,MCZ 88581,Acestridium discus,non-type,whole,0.02306,Morphosource,no,no,no,,0.564,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Acestridium,triplax,#N/A,#N/A,AMNH_240826,Algivore,,,,,AMNH 240826,Acestridium triplax,PARATYPE,head,0.02147,AMNH-MIF,no,yes,yes,,0.771,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Acestridium,triplax,#N/A,#N/A,AMNH_240827,Algivore,,,,,AMNH 240827,Acestridium triplax,PARATYPE,head,0.01622,AMNH-MIF,yes,yes,yes,,0.848,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Hypoptopoma,sp,#N/A,#N/A,FMNH_92883,Algivore,,,,,FMNH 92883,Hypoptopoma sp,non-type,head,0.01508,AMNH-MIF,yes,yes,yes,,6.860,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Hypoptopoma,thoracatum,#N/A,#N/A,ANSP_198923,Algivore,,,,,ANSP 198923,Hypoptopoma thoracatum,non-type,head,0.02443,Morphosource,no,no,no,,2.680,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Leptotocinclus,ctenistus,#N/A,#N/A,MCP_51458,Algivore,,,,,MCP 51458,Leptotocinclus ctenistus,non-type,head,0.01812,AMNH-MIF,no,yes,yes,,0.398,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Leptotocinclus,madeirae,#N/A,#N/A,MCP_35888,Algivore,,,,,MCP 35888,Leptotocinclus madeirae,non-type,head,0.01096,AMNH-MIF,yes,yes,yes,,0.879,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Nannoptopoma,spectabile,#N/A,#N/A,ANSP_133767,Algivore,,,,,ANSP 133767,Nannoptopoma spectabile,non-type,head,0.00971,Morphosource,yes,yes,yes,,2.640,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Nannoxyropsis,acicula,#N/A,#N/A,MCP_51463_1,Algivore,,Brazil,,,MCP 51463_1,Nannoxyropsis acicula,non-type,whole,0.00641,Mahler SkyScan,yes,yes,yes,,13.300,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Nannoxyropsis,acicula,#N/A,#N/A,MCP_51463_2,Algivore,,Brazil,,,MCP 51463_2,Nannoxyropsis acicula,non-type,whole,0.00641,Mahler SkyScan,NA,NA,NA,,13.300,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Niobichthys,ferrarisi,#N/A,#N/A,AMNH_74453,Algivore,,Venezuela,,,AMNH 74453,Niobichthys ferrarisi,PARATYPE,head,0.01971,AMNH-MIF,yes,yes,yes,,1.060,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Otocinclus,macrospilus,#N/A,#N/A,ROM_uncat_1,Algivore,,,,,ROM_uncat_1,Otocinclus macrospilus,non-type,head,0.00854,Mahler SkyScan,yes,yes,yes,,4.040,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Otocinclus,macrospilus,#N/A,#N/A,ROM_uncat_1,Algivore,,,,,ROM_uncat_1,Otocinclus macrospilus,non-type,head,0.00605,Mahler SkyScan,NA,NA,NA,,2.890,,N.K. Lujan,iodine stained
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Otocinclus,macrospilus,#N/A,#N/A,ROM_uncat_2,Algivore,,,,,ROM_uncat_2,Otocinclus macrospilus,non-type,head,0.00854,Mahler SkyScan,NA,NA,NA,,4.040,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Otocinclus,macrospilus,#N/A,#N/A,ROM_uncat_2,Algivore,,,,,ROM_uncat_2,Otocinclus macrospilus,non-type,head,0.00605,Mahler SkyScan,NA,NA,NA,,2.890,,N.K. Lujan,iodine stained
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Otocinclus,vittatus,#N/A,#N/A,ANSP_174732,Algivore,,,,,ANSP 174732,Otocinclus vittatus,non-type,head,0.00971,Morphosource,yes,yes,yes,,2.130,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Oxyropsis,acutirostris,#N/A,#N/A,ANSP_164280,Algivore,,,,,ANSP 164280,Oxyropsis acutirostris,non-type,head,0.01189,AMNH-MIF,no,yes,yes,,1.820,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Oxyropsis,ephippia,#N/A,#N/A,ANSP_177381,Algivore,,,,,ANSP 177381,Oxyropsis ephippia,non-type,head,0.01409,Morphosource,yes,yes,yes,,3.530,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Hypoptopomatini,Hypoptopomatini,L-,Hpp-,Oxyropsis,wrightiana,#N/A,#N/A,ANSP_193942,Algivore,,,,,ANSP 193942,Oxyropsis wrightiana,non-type,whole,0.04805,Morphosource,no,yes,yes,,1.060,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Incertae sedis,Incertae sedis,L-,Hpp-,Microplecostomus,forestii,#N/A,#N/A,AUM_67015,Algivore,,,,,AUM 67015,Microplecostomus forestii,PARATYPE,head,0.02056,AMNH-MIF,yes,yes,yes,,0.567,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Incertae sedis,Incertae sedis,L-,Hpp-,Nannoplecostomus,eleonorae,#N/A,#N/A,AMNH_251658,Algivore,,,,,AMNH 251658,Nannoplecostomus eleonorae,PARATYPE,head,0.02147,AMNH-MIF,yes,yes,yes,,0.771,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Euryochus,thysanos,#N/A,#N/A,ANSP_174078,Algivore,,,,,ANSP 174078,Euryochus thysanos,non-type,head,0.03883,AMNH-MIF,yes,yes,yes,,0.736,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Hirtella,carinata,#N/A,#N/A,ANSP_198032,Algivore,,,,,ANSP 198032,Hirtella carinata,non-type,head,0.01671,Morphosource,yes,yes,yes,,3.210,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Isbrueckerichthys,duseni,#N/A,#N/A,MCP_12557,Algivore,,,,,MCP 12557,Isbrueckerichthys duseni,non-type,head,0.05442,AMNH-MIF,yes,yes,yes,,0.762,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Isbrueckerichthys,epakmos,#N/A,#N/A,MCP_42436,Algivore,,,,,MCP 42436,Isbrueckerichthys epakmos,non-type,head,0.06760,AMNH-MIF,no,yes,yes,,0.537,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Kronichthys,heylandi,#N/A,#N/A,USNM_300465,Algivore,,,,,USNM 300465,Kronichthys heylandi,non-type,head,0.03426,AMNH-MIF,yes,yes,yes,,1.450,,N.K. Lujan,low density threshold upper limit
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Neoplecostomus,microps,#N/A,#N/A,ANSP_174122,Algivore,,,,,ANSP 174122,Neoplecostomus microps,non-type,head,0.02443,Morphosource,yes,yes,yes,,2.140,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Neoplecostomus,microps,#N/A,#N/A,ANSP_174123,Algivore,,,,,ANSP 174123,Neoplecostomus microps,non-type,head,0.04128,AMNH-MIF,no,yes,yes,,3.450,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Pareiorhaphis,cameroni,#N/A,#N/A,ANSP_170166,Algivore,,,,,ANSP 170166,Pareiorhaphis cameroni,non-type,head,0.04003,AMNH-MIF,no,yes,yes,,0.834,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Pareiorhaphis,cameroni,#N/A,#N/A,ANSP_173796,Algivore,,,,,ANSP 173796,Pareiorhaphis cameroni,non-type,head,0.02389,Morphosource,yes,yes,yes,,3.080,,Morphosource,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Pareiorhaphis,garapia,#N/A,#N/A,AMNH_263728,Algivore,,,,,AMNH 263728,Pareiorhaphis garapia,PARATYPE,head,0.01971,AMNH-MIF,yes,yes,yes,,1.060,,N.K. Lujan,
Siluriformes,Loricarioidei,Loricariidae,Hypoptopomatinae,Neoplecostomatini,Neoplecostomatini,L-,Hpp-,Pareiorhaphis,scutula,#N/A,#N/A,AMNH_249486,Algivore,,,,,AMNH 249486,Pareiorhaphis scutula,PARATYPE,head,0.02768,AMNH-MIF,yes,yes,yes,,1.150,,N.K. Lujan,
