"","sp_rich","replicate","avg_nnd","sd_nnd","hv3d","hv6d","cd","comp1_cen","comp2_cen","comp3_cen","comp4_cen","comp5_cen","comp6_cen"
"16",2,16,0.0799456760871218,0.00025956772312695,NA,NA,0.114668156015454,0.00218019168963722,0.00466414843858879,0.0206776191461835,-0.102891836087459,-0.0233798007542393,-0.0169567965112595
"17",2,17,0.310893555410833,0,NA,NA,0.35108324743395,0.181677553747851,-0.0857786477212542,0.00806710881220755,0.0554211157986377,-0.0790555395071545,0.0144127553925202
"18",2,18,0.125984403438089,0.0261692424151259,NA,NA,0.327544500690026,0.200672956726737,-0.147551162010162,0.0553111957324029,0.0319621181922594,-0.000685470216999841,-0.0195333406517378
"19",2,19,0.161616619366363,0,NA,NA,0.23636022600698,-0.210294614574313,-0.0731048038975034,0.0704519936861941,-0.000531366156184997,0.0354026879757613,0.0222275321172199
"20",2,20,0.407436013832182,0,NA,NA,0.379792686327568,-0.221553382785487,-0.084388129363435,0.00139947647883546,0.0739113774909457,0.0158485588330113,0.0271652013365204
"21",2,21,0.112683484809192,0.056963115758224,NA,NA,0.164065386598536,-0.0387062514094697,0.0108165059059384,0.00398656937747516,-0.091570921790335,-0.00273515100575838,-0.0112207306280411
"22",2,22,0.40410371052764,0,NA,NA,0.180379954519837,-0.0973252453752,0.0261747728558665,0.0144755412875025,0.0305098380360403,0.00733749845656954,0.0167477575140333
"23",2,23,0.272496475350217,0,NA,NA,0.174573982737345,0.0144806184027859,0.121912169116906,0.0271566948310674,-0.00495160379050694,0.027962787032227,0.0518340476411848
"24",2,24,0.489679274841243,0,NA,NA,0.199946500777997,0.06146056227592,-0.106702523840516,0.0160991003439481,0.00256331101028405,-0.0160259611850246,-0.0286346066512862
"25",2,25,0.187981265052149,0,NA,NA,0.290775708599282,-0.195643054977862,-0.0856172610964136,0.0302863955929329,-0.0038783131816187,0.0227336352928174,-0.0192561037116634
"26",2,26,0.542336494049975,0,NA,NA,0.271929152346069,0.0811582375783515,-0.11313781352234,0.0280487785738278,0.0913143746417945,0.011162343063918,-0.0109216247203414
"27",2,27,0.197150910068036,0.128955985172505,NA,NA,0.197210823341831,0.0237569071515877,-0.015205383460956,-0.0467850587591851,0.0215179758533086,0.0294487316787522,-0.0459664956960032
"28",2,28,0.474515045977003,0,NA,NA,0.386498795559749,0.116239508079365,-0.0908524656719349,-0.00871553132238202,-0.00187244292196305,-0.0446055207219542,-0.0166656652930785
"29",2,29,0.192423807772228,0,NA,NA,0.24086652235552,0.0117798193448573,0.159672558227748,0.0305983501947048,0.000156390777693152,-0.0170234105515187,0.0013413186264017
"30",2,30,0.164205576311633,0,NA,NA,0.193567762086695,0.0406348971297563,0.104412578947026,-0.028830830444735,-0.0335804716504585,-0.0007413553806286,0.0279124387465174
"31",2,31,0.203928045455243,0.0601164215685862,NA,NA,0.186356036605203,0.0649299295310276,-0.021900749763729,-0.0232856659514201,-0.0012615986723297,-0.0487670915391535,-0.0265000053665444
"32",2,32,0.113521976494954,0.0896652859516655,NA,NA,0.181176414087075,0.0577255761395814,0.096427583713919,-0.0622477910547252,0.00890214214976903,0.0265733168622869,-0.0214642770990024
"33",2,33,0.280288240326622,0,NA,NA,0.239684149237787,-0.10483494605992,0.0548926468750721,0.0373336897613426,-0.00414063261523575,0.023301448024487,-0.00637635633096203
"34",2,34,0.220304323191319,0.117005748609956,NA,NA,0.254866785663475,-0.0499355431203569,0.112016138741237,0.0426718095678689,0.0403093153025571,0.0445210095086443,-0.0269551076212323
"35",2,35,0.317854070197113,0,NA,NA,0.157914138804695,0.086183737292443,-0.0371002515380795,0.0358700373234252,-0.0518257856946618,-0.0358712404827951,0.00300628013458755
