"","sp_rich","assemblage","cell_long","cell_lat","country","locality","avg_nnd","sd_nnd","hv3d","hv6d","cd","comp1_cen","comp2_cen","comp3_cen","comp4_cen","comp5_cen","comp6_cen"
"310",2,"20103100",-48.5483913863141,-24.7303441629216,"BR","Riacho afl. do Rio Pardo, localidade de Angelim, estrada Barra do Turvo - Iporanga",0.456601421789052,0,NA,NA,0.249463870219803,0.072419913084464,0.00429496703622985,0.0162741508007642,0.0533740306976622,-0.0425419554908077,-0.00166203732955382
"311",2,"20103101",-48.5380272185029,-24.7303441629216,"BR","",0.426116946913822,0,NA,NA,0.314017857108318,-0.018500062930084,-0.112826306153501,-0.1167205705452,-0.00570904900694945,0.0409006179773788,0.0626705758973315
"312",2,"20107553",-48.0509113313759,-24.7389543724632,"BR","Rio Barra do Soldado, afl. do Rio Guaraú, afl do Rio Jacupiranga",0.426116946913822,0,NA,NA,0.333685394898702,-0.018500062930084,-0.112826306153501,-0.1167205705452,-0.00570904900694945,0.0409006179773788,0.0626705758973315
"313",3,"20164657",-49.7195423489811,-24.8509402679689,"BR","Ribeirão afl. do Ribeirão dos Prestes, afl. Rio Ribeira na localidade de Lagoa dos Ribas.",0.252937025019568,0.102000318557506,NA,NA,0.263545700377729,0.202256513347771,-0.07127379504477,0.00220739187303342,-0.00389049735060171,-0.0246181603628503,-0.0174898514913956
"314",2,"20191273",-47.7918071360956,-24.902659489871,"BR","Fonte Grande, viveiro de mudas, Pedrinhas",0.304630211319621,0,NA,NA,0.418621535639388,0.103894517219994,-0.0124991926364291,-0.0299875017139277,-0.0451009796287116,-0.0295996303972268,-0.0107253502404014
"315",3,"20221918",-49.760999020226,-24.9630253863163,"BR","Ribeirão Palmito, afluente do rio Ribeira de Iguápe",0.282948483430388,0.10215023316548,NA,NA,0.336212036507208,0.00676843531740467,-0.0163487412320048,-0.00925162487024847,0.0740989455509281,-0.0515774749455423,0.00339788089302079
"316",2,"20274042",-57.3890265292786,-25.0665772375022,"PY","Río Paraguay drainage: Río Paraguay, right shore",0.346101466643785,0,NA,NA,0.4075414171587,-0.165251235477809,-0.0616769106541875,-0.107531655270735,0.0182514439677292,-0.0859906463355146,-0.0202586639653817
"317",2,"20304862",-57.5444890464468,-25.1270220165228,"PY","Río Paraguay drainage: Río Confuso near mouth",0.295171383429373,0,NA,NA,0.260419736968146,0.125136489954104,0.0058996390231541,-0.0162514419300533,-0.0211900667011567,-0.0191981410736204,-0.0381319630804567
"318",2,"20318890",-49.1184206159308,-25.1529358738694,"BR","Rio Santana em Santana dos Benatos, junto a estrada BR-476",0.352028327878661,0,NA,NA,0.245435121636962,0.0896335785485589,-0.0436048053996353,-0.0599355964753672,-0.0153900234365104,-0.0583328600138021,-0.0330837351436167
"319",2,"20481189",-56.2282397344228,-25.4729854608795,"PY","Río Paraguay drainage: Arroyo Guazú where crossing Ruta 2",0.346101466643785,0,NA,NA,0.378429847800836,-0.165251235477809,-0.0616769106541875,-0.107531655270735,0.0182514439677292,-0.0859906463355146,-0.0202586639653817
"320",2,"20481935",-48.496570547258,-25.4729854608795,"BR","Parana, Lagoa de Paranagua",0.295171383429373,0,NA,NA,0.240900946636188,0.125136489954104,0.0058996390231541,-0.0162514419300533,-0.0211900667011567,-0.0191981410736204,-0.0381319630804567
"321",2,"20565622",-48.5794838897477,-25.6376587958146,"BR","Valas artificiais em Guaraguaçú, estrada PR 407, 7 km SE do Rio da Vila (lado sul da estrada)",0.295171383429373,0,NA,NA,0.238751214686465,0.125136489954104,0.0058996390231541,-0.0162514419300533,-0.0211900667011567,-0.0191981410736204,-0.0381319630804567
"322",2,"20622054",-57.212835676488,-25.7504580844041,"PY","Arroyo Caanabe por la ruta #1. Derde el puente hasta approx. 250 m al norte del puente km 80.",0.339477290492355,0,NA,NA,0.414174036426788,0.0828269217224776,-0.036013625592505,-0.00979696729622068,-0.0613860920944975,-0.0323343262615056,0.0045846100011737
"323",2,"20772637",-48.786767245972,-26.0459693395396,"BR","Riacho afl. do rio Palmital, norte da baia de Babitonga, Palmital",0.194047113642964,0,NA,NA,0.280924629855409,0.26703510410463,-0.181382514862349,0.0205864323061543,0.0281148570412695,-0.0302486338535464,-0.0129896081086293
"324",2,"21000157",-64.7475856752397,-26.4993454121767,"AR","R.de Abajo",0.229156436803081,0,NA,NA,0.361183130478025,0.261529459647579,-0.143191433733998,-0.000669329153691715,0.018553637537728,-0.0106034891891388,-0.00691064315685965
"325",2,"21084809",-54.8290770799091,-26.6654377620436,"PY","Rio Parana along N shore on property of Florida Peach Co. ca 11.9 km E of Puerto San Rafael; La Plata drainage",0.229156436803081,0,NA,NA,0.304478189873406,0.261529459647579,-0.143191433733998,-0.000669329153691715,0.018553637537728,-0.0106034891891388,-0.00691064315685965
"326",3,"21344945",-52.3313126374068,-27.182719407417,"BR","Brook at Ita, 40 km southeast of Chapeco (into Rio Uruguay/Uruguay River), Rio Uruguay/Uruguay River System, State Santa Catarina",0.186681572363728,0.0772323040598006,NA,NA,0.346935139607952,0.139120536477457,-0.047690578077225,-0.00855148904170397,-0.0397416101847295,-0.00167959523868887,-0.0215438218094727
"327",3,"21455181",-51.1808900103621,-27.4026135605589,"BR","Rio Sao Joao/Sao Joas River, at bridge of National Route BR 470, 6 km east of Campos Novos (into Rio Canoas/Canoas River), Rio Uruguay/Uruguay River System, State Santa Catarina",0.186681572363728,0.0772323040598006,NA,NA,0.228652704193468,0.139120536477457,-0.047690578077225,-0.00855148904170397,-0.0397416101847295,-0.00167959523868887,-0.0215438218094727
"328",3,"21503782",-49.6677215099251,-27.4995025838761,"BR","Brook 10 km south of Atalanta, 30 km southsouthwest of Rio do Sul (into Rio Itajai do Sul/South Itajai River) Rio Itajai/Itajai River System, State Santa Catarina",0.250714960213004,0.129268123752379,NA,NA,0.260918106229636,0.135863945803628,-0.0077013512986524,-0.0027025850822748,-0.00592262333214006,-0.0450105511036219,0.0103184795955982
"329",4,"21790141",-49.3153398043438,-28.0737510005515,"BR","Arroio dos Porcos, distrito de Aiurê",0.0922410995264453,0.00791480569173117,2.93079581466166e-05,NA,0.358205865397043,0.266315413551291,-0.170970279311479,0.0203193839222594,0.0197082489326018,-0.00460466364802052,-0.0122600029425789
"330",2,"22058650",-51.3467166953415,-28.6154074875431,"BR","Rio Ituim, a jusante da cachoeira do Saltinho (Afluente do rio Turvo-> rio Taquari).",0.0815484862206842,0,NA,NA,0.359757547411777,0.308485632635759,-0.191015037732164,0.0321784815120732,0.0854530476295111,-0.0573236392211386,0.052587469351168
"331",2,"22217243",-51.2119825137958,-28.9363581381115,"BR","Arroio Palmara junto a foz no rio das Antas, em Nossa Senhora das Graças, na estrada de Antonio Prado para Caxias",0.527709913291363,0,NA,NA,0.318752915400033,-0.0481516168803655,-0.115511840739166,-0.0464404116329912,0.00488058996214445,0.0112825641546783,-0.0518413850201953
